id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_wisatawan,jumlah_pengunjung,satuan,tahun
271,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MANCANEGARA,153733.0,ORANG,2019
272,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NUSANTARA,10500.0,ORANG,2019
273,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MANCANEGARA,4312047.0,ORANG,2019
274,32,JAWA BARAT,3203,KABUPATEN CIANJUR,NUSANTARA,172140.0,ORANG,2019
275,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MANCANEGARA,2485755.0,ORANG,2019
276,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NUSANTARA,4506.0,ORANG,2019
277,32,JAWA BARAT,3205,KABUPATEN GARUT,MANCANEGARA,2850534.0,ORANG,2019
278,32,JAWA BARAT,3205,KABUPATEN GARUT,NUSANTARA,1275.0,ORANG,2019
279,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MANCANEGARA,1446239.0,ORANG,2019
280,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NUSANTARA,3075.0,ORANG,2019
281,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MANCANEGARA,697782.0,ORANG,2019
282,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NUSANTARA,35.0,ORANG,2019
283,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MANCANEGARA,358896.0,ORANG,2019
284,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NUSANTARA,15.0,ORANG,2019
285,32,JAWA BARAT,3209,KABUPATEN CIREBON,MANCANEGARA,260342.0,ORANG,2019
286,32,JAWA BARAT,3209,KABUPATEN CIREBON,NUSANTARA,15.0,ORANG,2019
287,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MANCANEGARA,699787.0,ORANG,2019
288,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NUSANTARA,1548.0,ORANG,2019
289,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MANCANEGARA,175945.0,ORANG,2019
290,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NUSANTARA,0.0,ORANG,2019
291,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MANCANEGARA,1430035.0,ORANG,2019
292,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NUSANTARA,37.0,ORANG,2019
293,32,JAWA BARAT,3213,KABUPATEN SUBANG,MANCANEGARA,1080895.0,ORANG,2019
294,32,JAWA BARAT,3213,KABUPATEN SUBANG,NUSANTARA,0.0,ORANG,2019
295,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MANCANEGARA,2080581.0,ORANG,2019
296,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NUSANTARA,713.0,ORANG,2019
297,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MANCANEGARA,9452760.0,ORANG,2019
298,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NUSANTARA,1126.0,ORANG,2019
299,32,JAWA BARAT,3216,KABUPATEN BEKASI,MANCANEGARA,11679.0,ORANG,2019
300,32,JAWA BARAT,3216,KABUPATEN BEKASI,NUSANTARA,3.0,ORANG,2019
301,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MANCANEGARA,5339819.0,ORANG,2019
302,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NUSANTARA,100339.0,ORANG,2019
303,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MANCANEGARA,3215063.0,ORANG,2019
304,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NUSANTARA,12233.0,ORANG,2019
305,32,JAWA BARAT,3271,KOTA BOGOR,MANCANEGARA,3749069.0,ORANG,2019
306,32,JAWA BARAT,3271,KOTA BOGOR,NUSANTARA,207363.0,ORANG,2019
307,32,JAWA BARAT,3272,KOTA SUKABUMI,MANCANEGARA,0.0,ORANG,2019
308,32,JAWA BARAT,3272,KOTA SUKABUMI,NUSANTARA,0.0,ORANG,2019
309,32,JAWA BARAT,3273,KOTA BANDUNG,MANCANEGARA,2442250.0,ORANG,2019
310,32,JAWA BARAT,3273,KOTA BANDUNG,NUSANTARA,0.0,ORANG,2019
311,32,JAWA BARAT,3274,KOTA CIREBON,MANCANEGARA,996345.0,ORANG,2019
312,32,JAWA BARAT,3274,KOTA CIREBON,NUSANTARA,1025.0,ORANG,2019
313,32,JAWA BARAT,3275,KOTA BEKASI,MANCANEGARA,0.0,ORANG,2019
314,32,JAWA BARAT,3275,KOTA BEKASI,NUSANTARA,15.0,ORANG,2019
315,32,JAWA BARAT,3276,KOTA DEPOK,MANCANEGARA,599.0,ORANG,2019
316,32,JAWA BARAT,3276,KOTA DEPOK,NUSANTARA,676.0,ORANG,2019
317,32,JAWA BARAT,3277,KOTA CIMAHI,MANCANEGARA,15460.0,ORANG,2019
318,32,JAWA BARAT,3277,KOTA CIMAHI,NUSANTARA,415.0,ORANG,2019
319,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MANCANEGARA,695656.0,ORANG,2019
320,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NUSANTARA,22.0,ORANG,2019
321,32,JAWA BARAT,3279,KOTA BANJAR,MANCANEGARA,107228.0,ORANG,2019
322,32,JAWA BARAT,3279,KOTA BANJAR,NUSANTARA,32.0,ORANG,2019
323,32,JAWA BARAT,3201,KABUPATEN BOGOR,MANCANEGARA,28376.0,ORANG,2020
324,32,JAWA BARAT,3201,KABUPATEN BOGOR,NUSANTARA,0.0,ORANG,2020
325,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MANCANEGARA,738782.0,ORANG,2020
326,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NUSANTARA,586.0,ORANG,2020
327,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MANCANEGARA,1041740.0,ORANG,2020
328,32,JAWA BARAT,3203,KABUPATEN CIANJUR,NUSANTARA,29461.0,ORANG,2020
329,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MANCANEGARA,3440529.0,ORANG,2020
330,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NUSANTARA,23431.0,ORANG,2020
331,32,JAWA BARAT,3205,KABUPATEN GARUT,MANCANEGARA,1907007.0,ORANG,2020
332,32,JAWA BARAT,3205,KABUPATEN GARUT,NUSANTARA,94.0,ORANG,2020
333,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MANCANEGARA,658170.0,ORANG,2020
334,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NUSANTARA,134.0,ORANG,2020
335,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MANCANEGARA,616643.0,ORANG,2020
336,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NUSANTARA,2.0,ORANG,2020
337,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MANCANEGARA,1270547.0,ORANG,2020
338,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NUSANTARA,27.0,ORANG,2020
339,32,JAWA BARAT,3209,KABUPATEN CIREBON,MANCANEGARA,352426.0,ORANG,2020
340,32,JAWA BARAT,3209,KABUPATEN CIREBON,NUSANTARA,0.0,ORANG,2020
341,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MANCANEGARA,375000.0,ORANG,2020
342,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NUSANTARA,0.0,ORANG,2020
343,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MANCANEGARA,248080.0,ORANG,2020
344,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NUSANTARA,9.0,ORANG,2020
345,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MANCANEGARA,210344.0,ORANG,2020
346,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NUSANTARA,22.0,ORANG,2020
347,32,JAWA BARAT,3213,KABUPATEN SUBANG,MANCANEGARA,310977.0,ORANG,2020
348,32,JAWA BARAT,3213,KABUPATEN SUBANG,NUSANTARA,1086.0,ORANG,2020
349,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MANCANEGARA,845333.0,ORANG,2020
350,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NUSANTARA,154.0,ORANG,2020
351,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MANCANEGARA,1426983.0,ORANG,2020
352,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NUSANTARA,92.0,ORANG,2020
353,32,JAWA BARAT,3216,KABUPATEN BEKASI,MANCANEGARA,127500.0,ORANG,2020
354,32,JAWA BARAT,3216,KABUPATEN BEKASI,NUSANTARA,0.0,ORANG,2020
355,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MANCANEGARA,1270937.0,ORANG,2020
356,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NUSANTARA,3089.0,ORANG,2020
357,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MANCANEGARA,3939992.0,ORANG,2020
358,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NUSANTARA,514.0,ORANG,2020
359,32,JAWA BARAT,3271,KOTA BOGOR,MANCANEGARA,1249690.0,ORANG,2020
360,32,JAWA BARAT,3271,KOTA BOGOR,NUSANTARA,34400.0,ORANG,2020
361,32,JAWA BARAT,3272,KOTA SUKABUMI,MANCANEGARA,107386.0,ORANG,2020
362,32,JAWA BARAT,3272,KOTA SUKABUMI,NUSANTARA,100.0,ORANG,2020
363,32,JAWA BARAT,3273,KOTA BANDUNG,MANCANEGARA,2431290.0,ORANG,2020
364,32,JAWA BARAT,3273,KOTA BANDUNG,NUSANTARA,0.0,ORANG,2020
365,32,JAWA BARAT,3274,KOTA CIREBON,MANCANEGARA,326168.0,ORANG,2020
366,32,JAWA BARAT,3274,KOTA CIREBON,NUSANTARA,161.0,ORANG,2020
367,32,JAWA BARAT,3275,KOTA BEKASI,MANCANEGARA,42065.0,ORANG,2020
368,32,JAWA BARAT,3275,KOTA BEKASI,NUSANTARA,15.0,ORANG,2020
369,32,JAWA BARAT,3276,KOTA DEPOK,MANCANEGARA,215411.0,ORANG,2020
370,32,JAWA BARAT,3276,KOTA DEPOK,NUSANTARA,55.0,ORANG,2020
371,32,JAWA BARAT,3277,KOTA CIMAHI,MANCANEGARA,48148.0,ORANG,2020
372,32,JAWA BARAT,3277,KOTA CIMAHI,NUSANTARA,29.0,ORANG,2020
373,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MANCANEGARA,32860.0,ORANG,2020
374,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NUSANTARA,15.0,ORANG,2020
375,32,JAWA BARAT,3279,KOTA BANJAR,MANCANEGARA,9832.0,ORANG,2020
376,32,JAWA BARAT,3279,KOTA BANJAR,NUSANTARA,0.0,ORANG,2020
