tanggal,kode_kab_kota,nama_kab_kota,konfirmasi_total,konfirmasi_sembuh,konfirmasi_meninggal,konfirmasi_aktif,konfirmasi_total_daily_growth,konfirmasi_sembuh_daily_growth,konfirmasi_meninggal_daily_growth,konfirmasi_aktif_daily_growth,kota_kab_belum_teridentifikasi,sembuh_unidentified,meninggal_unidentified,id
2020-09-08 00:00:00,3271,Kota Bogor,633,274,25,334,13,0,0,13,,,,5379
2020-09-08 00:00:00,3277,Kota Cimahi,282,164,2,116,24,2,0,22,,,,5380
2020-09-08 00:00:00,3274,Kota Cirebon,105,43,4,58,5,7,0,-2,,,,5381
2020-09-08 00:00:00,3276,Kota Depok,2165,1226,54,885,38,12,0,26,,,,5382
2020-09-08 00:00:00,3272,Kota Sukabumi,126,64,0,62,6,0,0,6,,,,5383
2020-09-08 00:00:00,3278,Kota Tasikmalaya,56,25,2,29,0,0,0,0,,,,5384
2020-09-09 00:00:00,32,jawa barat,,,,,,,,,0,0,0,5385
2020-09-09 00:00:00,3204,Kabupaten Bandung,604,268,9,327,8,0,0,8,,,,5386
2020-09-09 00:00:00,3217,Kabupaten Bandung Barat,176,103,4,69,0,2,0,-2,,,,5387
2020-09-09 00:00:00,3216,Kabupaten Bekasi,1446,415,40,991,67,4,0,63,,,,5388
2020-09-09 00:00:00,3201,Kabupaten Bogor,804,428,13,363,12,4,0,8,,,,5389
2020-09-09 00:00:00,3207,Kabupaten Ciamis,34,14,0,20,6,0,0,6,,,,5390
2020-09-09 00:00:00,3203,Kabupaten Cianjur,75,42,2,31,1,0,0,1,,,,5391
2020-09-09 00:00:00,3209,Kabupaten Cirebon,265,39,4,222,0,0,0,0,,,,5392
2020-09-09 00:00:00,3205,Kabupaten Garut,92,34,3,55,0,1,0,-1,,,,5393
2020-09-09 00:00:00,3212,Kabupaten Indramayu,109,48,4,57,0,0,0,0,,,,5394
2020-09-09 00:00:00,3215,Kabupaten Karawang,378,107,8,263,51,0,1,50,,,,5395
2020-09-09 00:00:00,3208,Kabupaten Kuningan,115,60,2,53,1,0,0,1,,,,5396
2020-09-09 00:00:00,3210,Kabupaten Majalengka,101,14,3,84,5,0,0,5,,,,5397
2020-09-09 00:00:00,3218,Kabupaten Pangandaran,63,23,0,40,0,0,0,0,,,,5398
2020-09-09 00:00:00,3214,Kabupaten Purwakarta,109,60,1,48,0,1,0,-1,,,,5399
2020-09-09 00:00:00,3213,Kabupaten Subang,149,83,4,62,0,1,0,-1,,,,5400
2020-09-09 00:00:00,3202,Kabupaten Sukabumi,163,103,3,57,3,0,1,2,,,,5401
2020-09-09 00:00:00,3211,Kabupaten Sumedang,96,38,1,57,0,1,0,-1,,,,5402
2020-09-09 00:00:00,3206,Kabupaten Tasikmalaya,60,37,2,21,0,0,0,0,,,,5403
2020-09-09 00:00:00,3273,Kota Bandung,1171,574,47,550,14,4,0,10,,,,5404
2020-09-09 00:00:00,3279,Kota Banjar,15,11,1,3,0,0,0,0,,,,5405
2020-09-09 00:00:00,3275,Kota Bekasi,2105,819,41,1245,55,14,1,40,,,,5406
2020-09-09 00:00:00,3271,Kota Bogor,649,274,25,350,16,0,0,16,,,,5407
2020-09-09 00:00:00,3277,Kota Cimahi,288,169,2,117,6,5,0,1,,,,5408
2020-09-09 00:00:00,3274,Kota Cirebon,105,44,4,57,0,1,0,-1,,,,5409
2020-09-09 00:00:00,3276,Kota Depok,2199,1236,54,909,34,10,0,24,,,,5410
2020-09-09 00:00:00,3272,Kota Sukabumi,135,64,0,71,9,0,0,9,,,,5411
2020-09-09 00:00:00,3278,Kota Tasikmalaya,56,25,2,29,0,0,0,0,,,,5412
2020-09-10 00:00:00,32,jawa barat,,,,,,,,,4,0,0,5413
2020-09-10 00:00:00,3204,Kabupaten Bandung,616,285,9,322,12,17,0,-5,,,,5414
2020-09-10 00:00:00,3217,Kabupaten Bandung Barat,178,109,4,65,2,6,0,-4,,,,5415
2020-09-10 00:00:00,3216,Kabupaten Bekasi,1499,433,40,1026,53,18,0,35,,,,5416
2020-09-10 00:00:00,3201,Kabupaten Bogor,837,434,13,390,33,6,0,27,,,,5417
2020-09-10 00:00:00,3207,Kabupaten Ciamis,34,14,0,20,0,0,0,0,,,,5418
2020-09-10 00:00:00,3203,Kabupaten Cianjur,77,42,2,33,2,0,0,2,,,,5419
2020-09-10 00:00:00,3209,Kabupaten Cirebon,265,39,4,222,0,0,0,0,,,,5420
2020-09-10 00:00:00,3205,Kabupaten Garut,92,34,3,55,0,0,0,0,,,,5421
2020-09-10 00:00:00,3212,Kabupaten Indramayu,109,48,4,57,0,0,0,0,,,,5422
2020-09-10 00:00:00,3215,Kabupaten Karawang,379,107,8,264,1,0,0,1,,,,5423
2020-09-10 00:00:00,3208,Kabupaten Kuningan,116,62,2,52,1,2,0,-1,,,,5424
2020-09-10 00:00:00,3210,Kabupaten Majalengka,101,14,3,84,0,0,0,0,,,,5425
2020-09-10 00:00:00,3218,Kabupaten Pangandaran,63,23,0,40,0,0,0,0,,,,5426
2020-09-10 00:00:00,3214,Kabupaten Purwakarta,110,63,1,46,1,3,0,-2,,,,5427
2020-09-10 00:00:00,3213,Kabupaten Subang,200,84,4,112,51,1,0,50,,,,5428
2020-09-10 00:00:00,3202,Kabupaten Sukabumi,165,103,3,59,2,0,0,2,,,,5429
2020-09-10 00:00:00,3211,Kabupaten Sumedang,97,42,1,54,1,4,0,-3,,,,5430
2020-09-10 00:00:00,3206,Kabupaten Tasikmalaya,60,39,2,19,0,2,0,-2,,,,5431
2020-09-10 00:00:00,3273,Kota Bandung,1177,593,47,537,6,19,0,-13,,,,5432
2020-09-10 00:00:00,3279,Kota Banjar,15,11,1,3,0,0,0,0,,,,5433
2020-09-10 00:00:00,3275,Kota Bekasi,2201,831,41,1329,96,12,0,84,,,,5434
2020-09-10 00:00:00,3271,Kota Bogor,683,277,25,381,34,3,0,31,,,,5435
2020-09-10 00:00:00,3277,Kota Cimahi,291,170,2,119,3,1,0,2,,,,5436
2020-09-10 00:00:00,3274,Kota Cirebon,105,46,4,55,0,2,0,-2,,,,5437
2020-09-10 00:00:00,3276,Kota Depok,2232,1248,54,930,33,12,0,21,,,,5438
2020-09-10 00:00:00,3272,Kota Sukabumi,135,65,0,70,0,1,0,-1,,,,5439
2020-09-10 00:00:00,3278,Kota Tasikmalaya,56,25,2,29,0,0,0,0,,,,5440
2020-09-11 00:00:00,32,jawa barat,,,,,,,,,1,4,0,5441
2020-09-11 00:00:00,3204,Kabupaten Bandung,627,311,9,307,11,26,0,-15,,,,5442
2020-09-11 00:00:00,3217,Kabupaten Bandung Barat,181,110,5,66,3,1,1,1,,,,5443
2020-09-11 00:00:00,3216,Kabupaten Bekasi,1563,453,43,1067,64,20,3,41,,,,5444
2020-09-11 00:00:00,3201,Kabupaten Bogor,850,443,13,394,13,9,0,4,,,,5445
2020-09-11 00:00:00,3207,Kabupaten Ciamis,34,15,0,19,0,1,0,-1,,,,5446
2020-09-11 00:00:00,3203,Kabupaten Cianjur,77,43,2,32,0,1,0,-1,,,,5447
2020-09-11 00:00:00,3209,Kabupaten Cirebon,265,70,4,191,0,31,0,-31,,,,5448
2020-09-11 00:00:00,3205,Kabupaten Garut,92,42,3,47,0,8,0,-8,,,,5449
2020-09-11 00:00:00,3212,Kabupaten Indramayu,109,48,4,57,0,0,0,0,,,,5450
2020-09-11 00:00:00,3215,Kabupaten Karawang,379,116,8,255,0,9,0,-9,,,,5451
2020-09-11 00:00:00,3208,Kabupaten Kuningan,116,63,2,51,0,1,0,-1,,,,5452
2020-09-11 00:00:00,3210,Kabupaten Majalengka,101,33,3,65,0,19,0,-19,,,,5453
2020-09-11 00:00:00,3218,Kabupaten Pangandaran,63,23,0,40,0,0,0,0,,,,5454
2020-09-11 00:00:00,3214,Kabupaten Purwakarta,110,66,1,43,0,3,0,-3,,,,5455
2020-09-11 00:00:00,3213,Kabupaten Subang,207,86,4,117,7,2,0,5,,,,5456
2020-09-11 00:00:00,3202,Kabupaten Sukabumi,165,103,3,59,0,0,0,0,,,,5457
2020-09-11 00:00:00,3211,Kabupaten Sumedang,97,45,1,51,0,3,0,-3,,,,5458
2020-09-11 00:00:00,3206,Kabupaten Tasikmalaya,64,40,2,22,4,1,0,3,,,,5459
2020-09-11 00:00:00,3273,Kota Bandung,1227,649,48,530,50,56,1,-7,,,,5460
2020-09-11 00:00:00,3279,Kota Banjar,15,12,1,2,0,1,0,-1,,,,5461
2020-09-11 00:00:00,3275,Kota Bekasi,2254,866,41,1347,53,35,0,18,,,,5462
2020-09-11 00:00:00,3271,Kota Bogor,691,286,26,379,8,9,1,-2,,,,5463
2020-09-11 00:00:00,3277,Kota Cimahi,295,184,2,109,4,14,0,-10,,,,5464
2020-09-11 00:00:00,3274,Kota Cirebon,105,46,4,55,0,0,0,0,,,,5465
2020-09-11 00:00:00,3276,Kota Depok,2286,1276,54,956,54,28,0,26,,,,5466
2020-09-11 00:00:00,3272,Kota Sukabumi,135,69,0,66,0,4,0,-4,,,,5467
2020-09-11 00:00:00,3278,Kota Tasikmalaya,56,25,3,28,0,0,1,-1,,,,5468
2020-09-12 00:00:00,32,jawa barat,,,,,,,,,0,3,0,5469
2020-09-12 00:00:00,3204,Kabupaten Bandung,633,349,9,275,6,38,0,-32,,,,5470
2020-09-12 00:00:00,3217,Kabupaten Bandung Barat,184,117,5,62,3,7,0,-4,,,,5471
2020-09-12 00:00:00,3216,Kabupaten Bekasi,1616,486,43,1087,53,33,0,20,,,,5472
2020-09-12 00:00:00,3201,Kabupaten Bogor,871,459,13,399,21,16,0,5,,,,5473
2020-09-12 00:00:00,3207,Kabupaten Ciamis,36,15,0,21,2,0,0,2,,,,5474
2020-09-12 00:00:00,3203,Kabupaten Cianjur,77,43,2,32,0,0,0,0,,,,5475
2020-09-12 00:00:00,3209,Kabupaten Cirebon,266,72,4,190,1,2,0,-1,,,,5476
2020-09-12 00:00:00,3205,Kabupaten Garut,93,52,3,38,1,10,0,-9,,,,5477
2020-09-12 00:00:00,3212,Kabupaten Indramayu,109,48,4,57,0,0,0,0,,,,5478
2020-09-12 00:00:00,3215,Kabupaten Karawang,384,125,9,250,5,9,1,-5,,,,5479
2020-09-12 00:00:00,3208,Kabupaten Kuningan,116,67,2,47,0,4,0,-4,,,,5480
2020-09-12 00:00:00,3210,Kabupaten Majalengka,108,34,3,71,7,1,0,6,,,,5481
2020-09-12 00:00:00,3218,Kabupaten Pangandaran,63,24,0,39,0,1,0,-1,,,,5482
2020-09-12 00:00:00,3214,Kabupaten Purwakarta,113,71,1,41,3,5,0,-2,,,,5483
2020-09-12 00:00:00,3213,Kabupaten Subang,207,99,4,104,0,13,0,-13,,,,5484
2020-09-12 00:00:00,3202,Kabupaten Sukabumi,167,111,3,53,2,8,0,-6,,,,5485
2020-09-12 00:00:00,3211,Kabupaten Sumedang,102,48,1,53,5,3,0,2,,,,5486
2020-09-12 00:00:00,3206,Kabupaten Tasikmalaya,64,40,2,22,0,0,0,0,,,,5487
2020-09-12 00:00:00,3273,Kota Bandung,1257,706,48,503,30,57,0,-27,,,,5488
2020-09-12 00:00:00,3279,Kota Banjar,15,12,1,2,0,0,0,0,,,,5489
2020-09-12 00:00:00,3275,Kota Bekasi,2304,914,41,1349,50,48,0,2,,,,5490
2020-09-12 00:00:00,3271,Kota Bogor,720,322,26,372,29,36,0,-7,,,,5491
2020-09-12 00:00:00,3277,Kota Cimahi,301,187,2,112,6,3,0,3,,,,5492
2020-09-12 00:00:00,3274,Kota Cirebon,105,50,4,51,0,4,0,-4,,,,5493
2020-09-12 00:00:00,3276,Kota Depok,2332,1294,54,984,46,18,0,28,,,,5494
2020-09-12 00:00:00,3272,Kota Sukabumi,156,81,0,75,21,12,0,9,,,,5495
2020-09-12 00:00:00,3278,Kota Tasikmalaya,56,26,3,27,0,1,0,-1,,,,5496
2020-09-13 00:00:00,32,jawa barat,,,,,,,,,0,2,0,5497
2020-09-13 00:00:00,3204,Kabupaten Bandung,636,370,12,254,3,21,3,-21,,,,5498
2020-09-13 00:00:00,3217,Kabupaten Bandung Barat,185,122,5,58,1,5,0,-4,,,,5499
2020-09-13 00:00:00,3216,Kabupaten Bekasi,1641,498,43,1100,25,12,0,13,,,,5500
2020-09-13 00:00:00,3201,Kabupaten Bogor,890,465,13,412,19,6,0,13,,,,5501
2020-09-13 00:00:00,3207,Kabupaten Ciamis,36,15,0,21,0,0,0,0,,,,5502
2020-09-13 00:00:00,3203,Kabupaten Cianjur,78,46,2,30,1,3,0,-2,,,,5503
2020-09-13 00:00:00,3209,Kabupaten Cirebon,266,73,5,188,0,1,1,-2,,,,5504
2020-09-13 00:00:00,3205,Kabupaten Garut,94,54,3,37,1,2,0,-1,,,,5505
2020-09-13 00:00:00,3212,Kabupaten Indramayu,109,50,4,55,0,2,0,-2,,,,5506
2020-09-13 00:00:00,3215,Kabupaten Karawang,384,139,9,236,0,14,0,-14,,,,5507
2020-09-13 00:00:00,3208,Kabupaten Kuningan,117,71,2,44,1,4,0,-3,,,,5508
2020-09-13 00:00:00,3210,Kabupaten Majalengka,108,35,3,70,0,1,0,-1,,,,5509
2020-09-13 00:00:00,3218,Kabupaten Pangandaran,63,24,0,39,0,0,0,0,,,,5510
2020-09-13 00:00:00,3214,Kabupaten Purwakarta,113,76,1,36,0,5,0,-5,,,,5511
2020-09-13 00:00:00,3213,Kabupaten Subang,207,99,4,104,0,0,0,0,,,,5512
2020-09-13 00:00:00,3202,Kabupaten Sukabumi,168,113,3,52,1,2,0,-1,,,,5513
2020-09-13 00:00:00,3211,Kabupaten Sumedang,102,53,1,48,0,5,0,-5,,,,5514
2020-09-13 00:00:00,3206,Kabupaten Tasikmalaya,64,40,2,22,0,0,0,0,,,,5515
2020-09-13 00:00:00,3273,Kota Bandung,1277,730,48,499,20,24,0,-4,,,,5516
2020-09-13 00:00:00,3279,Kota Banjar,15,12,1,2,0,0,0,0,,,,5517
2020-09-13 00:00:00,3275,Kota Bekasi,2345,965,41,1339,41,51,0,-10,,,,5518
2020-09-13 00:00:00,3271,Kota Bogor,735,332,26,377,15,10,0,5,,,,5519
2020-09-13 00:00:00,3277,Kota Cimahi,301,188,2,111,0,1,0,-1,,,,5520
2020-09-13 00:00:00,3274,Kota Cirebon,105,50,4,51,0,0,0,0,,,,5521
2020-09-13 00:00:00,3276,Kota Depok,2361,1313,55,993,29,19,1,9,,,,5522
2020-09-13 00:00:00,3272,Kota Sukabumi,156,82,0,74,0,1,0,-1,,,,5523
2020-09-13 00:00:00,3278,Kota Tasikmalaya,56,27,3,26,0,1,0,-1,,,,5524
2020-09-14 00:00:00,32,jawa barat,,,,,,,,,66,3,0,5525
2020-09-14 00:00:00,3204,Kabupaten Bandung,636,393,12,231,0,23,0,-23,,,,5526
2020-09-14 00:00:00,3217,Kabupaten Bandung Barat,185,129,5,51,0,7,0,-7,,,,5527
2020-09-14 00:00:00,3216,Kabupaten Bekasi,1644,502,43,1099,3,4,0,-1,,,,5528
2020-09-14 00:00:00,3201,Kabupaten Bogor,895,470,13,412,5,5,0,0,,,,5529
2020-09-14 00:00:00,3207,Kabupaten Ciamis,36,16,0,20,0,1,0,-1,,,,5530
2020-09-14 00:00:00,3203,Kabupaten Cianjur,78,55,2,21,0,9,0,-9,,,,5531
2020-09-14 00:00:00,3209,Kabupaten Cirebon,266,75,5,186,0,2,0,-2,,,,5532
2020-09-14 00:00:00,3205,Kabupaten Garut,94,54,3,37,0,0,0,0,,,,5533
2020-09-14 00:00:00,3212,Kabupaten Indramayu,109,50,4,55,0,0,0,0,,,,5534
2020-09-14 00:00:00,3215,Kabupaten Karawang,447,139,9,299,63,0,0,63,,,,5535
2020-09-14 00:00:00,3208,Kabupaten Kuningan,117,71,2,44,0,0,0,0,,,,5536
2020-09-14 00:00:00,3210,Kabupaten Majalengka,108,37,3,68,0,2,0,-2,,,,5537
2020-09-14 00:00:00,3218,Kabupaten Pangandaran,63,24,0,39,0,0,0,0,,,,5538
2020-09-14 00:00:00,3214,Kabupaten Purwakarta,113,79,1,33,0,3,0,-3,,,,5539
2020-09-14 00:00:00,3213,Kabupaten Subang,207,99,4,104,0,0,0,0,,,,5540
2020-09-14 00:00:00,3202,Kabupaten Sukabumi,168,116,3,49,0,3,0,-3,,,,5541
2020-09-14 00:00:00,3211,Kabupaten Sumedang,102,66,1,35,0,13,0,-13,,,,5542
2020-09-14 00:00:00,3206,Kabupaten Tasikmalaya,66,41,2,23,2,1,0,1,,,,5543
2020-09-14 00:00:00,3273,Kota Bandung,1279,745,48,486,2,15,0,-13,,,,5544
2020-09-14 00:00:00,3279,Kota Banjar,15,12,1,2,0,0,0,0,,,,5545
2020-09-14 00:00:00,3275,Kota Bekasi,2353,997,41,1315,8,32,0,-24,,,,5546
2020-09-14 00:00:00,3271,Kota Bogor,739,336,26,377,4,4,0,0,,,,5547
2020-09-14 00:00:00,3277,Kota Cimahi,301,191,2,108,0,3,0,-3,,,,5548
2020-09-14 00:00:00,3274,Kota Cirebon,117,50,4,63,12,0,0,12,,,,5549
2020-09-14 00:00:00,3276,Kota Depok,2396,1345,55,996,35,32,0,3,,,,5550
2020-09-14 00:00:00,3272,Kota Sukabumi,159,83,0,76,3,1,0,2,,,,5551
2020-09-14 00:00:00,3278,Kota Tasikmalaya,56,28,3,25,0,1,0,-1,,,,5552
2020-09-15 00:00:00,32,jawa barat,,,,,,,,,117,5,1,5553
2020-09-15 00:00:00,3204,Kabupaten Bandung,641,401,13,227,5,8,1,-4,,,,5554
2020-09-15 00:00:00,3217,Kabupaten Bandung Barat,186,133,6,47,1,4,1,-4,,,,5555
2020-09-15 00:00:00,3216,Kabupaten Bekasi,1661,528,43,1090,17,26,0,-9,,,,5556
2020-09-15 00:00:00,3201,Kabupaten Bogor,912,478,13,421,17,8,0,9,,,,5557
2020-09-15 00:00:00,3207,Kabupaten Ciamis,36,16,0,20,0,0,0,0,,,,5558
2020-09-15 00:00:00,3203,Kabupaten Cianjur,78,55,2,21,0,0,0,0,,,,5559
2020-09-15 00:00:00,3209,Kabupaten Cirebon,267,75,5,187,1,0,0,1,,,,5560
2020-09-15 00:00:00,3205,Kabupaten Garut,96,54,3,39,2,0,0,2,,,,5561
2020-09-15 00:00:00,3212,Kabupaten Indramayu,130,50,4,76,21,0,0,21,,,,5562
2020-09-15 00:00:00,3215,Kabupaten Karawang,449,140,9,300,2,1,0,1,,,,5563
2020-09-15 00:00:00,3208,Kabupaten Kuningan,117,71,2,44,0,0,0,0,,,,5564
2020-09-15 00:00:00,3210,Kabupaten Majalengka,108,37,3,68,0,0,0,0,,,,5565
2020-09-15 00:00:00,3218,Kabupaten Pangandaran,63,29,0,34,0,5,0,-5,,,,5566
2020-09-15 00:00:00,3214,Kabupaten Purwakarta,113,80,1,32,0,1,0,-1,,,,5567
2020-09-15 00:00:00,3213,Kabupaten Subang,207,113,4,90,0,14,0,-14,,,,5568
2020-09-15 00:00:00,3202,Kabupaten Sukabumi,168,116,3,49,0,0,0,0,,,,5569
2020-09-15 00:00:00,3211,Kabupaten Sumedang,102,66,1,35,0,0,0,0,,,,5570
2020-09-15 00:00:00,3206,Kabupaten Tasikmalaya,66,41,2,23,0,0,0,0,,,,5571
2020-09-15 00:00:00,3273,Kota Bandung,1328,773,48,507,49,28,0,21,,,,5572
2020-09-15 00:00:00,3279,Kota Banjar,15,12,1,2,0,0,0,0,,,,5573
2020-09-15 00:00:00,3275,Kota Bekasi,2395,1049,42,1304,42,52,1,-11,,,,5574
2020-09-15 00:00:00,3271,Kota Bogor,754,351,27,376,15,15,1,-1,,,,5575
2020-09-15 00:00:00,3277,Kota Cimahi,301,191,2,108,0,0,0,0,,,,5576
2020-09-15 00:00:00,3274,Kota Cirebon,121,51,4,66,4,1,0,3,,,,5577
2020-09-15 00:00:00,3276,Kota Depok,2450,1432,56,962,54,87,1,-34,,,,5578
2020-09-15 00:00:00,3272,Kota Sukabumi,159,84,0,75,0,1,0,-1,,,,5579
2020-09-15 00:00:00,3278,Kota Tasikmalaya,56,28,3,25,0,0,0,0,,,,5580
2020-09-16 00:00:00,32,jawa barat,,,,,,,,,0,11,0,5581
2020-09-16 00:00:00,3204,Kabupaten Bandung,644,411,13,220,3,10,0,-7,,,,5582
2020-09-16 00:00:00,3217,Kabupaten Bandung Barat,187,133,6,48,1,0,0,1,,,,5583
2020-09-16 00:00:00,3216,Kabupaten Bekasi,1702,542,43,1117,41,14,0,27,,,,5584
2020-09-16 00:00:00,3201,Kabupaten Bogor,926,488,13,425,14,10,0,4,,,,5585
2020-09-16 00:00:00,3207,Kabupaten Ciamis,36,16,0,20,0,0,0,0,,,,5586
2020-09-16 00:00:00,3203,Kabupaten Cianjur,80,55,2,23,2,0,0,2,,,,5587
2020-09-16 00:00:00,3209,Kabupaten Cirebon,269,75,5,189,2,0,0,2,,,,5588
2020-09-16 00:00:00,3205,Kabupaten Garut,97,55,3,39,1,1,0,0,,,,5589
2020-09-16 00:00:00,3212,Kabupaten Indramayu,130,51,4,75,0,1,0,-1,,,,5590
2020-09-16 00:00:00,3215,Kabupaten Karawang,487,149,10,328,38,9,1,28,,,,5591
2020-09-16 00:00:00,3208,Kabupaten Kuningan,117,71,2,44,0,0,0,0,,,,5592
2020-09-16 00:00:00,3210,Kabupaten Majalengka,108,37,3,68,0,0,0,0,,,,5593
2020-09-16 00:00:00,3218,Kabupaten Pangandaran,63,29,0,34,0,0,0,0,,,,5594
2020-09-16 00:00:00,3214,Kabupaten Purwakarta,113,80,1,32,0,0,0,0,,,,5595
2020-09-16 00:00:00,3213,Kabupaten Subang,207,113,4,90,0,0,0,0,,,,5596
2020-09-16 00:00:00,3202,Kabupaten Sukabumi,170,118,3,49,2,2,0,0,,,,5597
2020-09-16 00:00:00,3211,Kabupaten Sumedang,102,66,1,35,0,0,0,0,,,,5598
2020-09-16 00:00:00,3206,Kabupaten Tasikmalaya,66,42,2,22,0,1,0,-1,,,,5599
2020-09-16 00:00:00,3273,Kota Bandung,1362,776,48,538,34,3,0,31,,,,5600
2020-09-16 00:00:00,3279,Kota Banjar,15,12,1,2,0,0,0,0,,,,5601
2020-09-16 00:00:00,3275,Kota Bekasi,2492,1119,42,1331,97,70,0,27,,,,5602
2020-09-16 00:00:00,3271,Kota Bogor,769,375,27,367,15,24,0,-9,,,,5603
2020-09-16 00:00:00,3277,Kota Cimahi,306,194,2,110,5,3,0,2,,,,5604
2020-09-16 00:00:00,3274,Kota Cirebon,121,51,4,66,0,0,0,0,,,,5605
2020-09-16 00:00:00,3276,Kota Depok,2488,1477,56,955,38,45,0,-7,,,,5606
2020-09-16 00:00:00,3272,Kota Sukabumi,159,93,0,66,0,9,0,-9,,,,5607
2020-09-16 00:00:00,3278,Kota Tasikmalaya,56,28,3,25,0,0,0,0,,,,5608
2020-09-17 00:00:00,32,jawa barat,,,,,,,,,6,9,0,5609
2020-09-17 00:00:00,3204,Kabupaten Bandung,648,423,13,212,4,12,0,-8,,,,5610
2020-09-17 00:00:00,3217,Kabupaten Bandung Barat,190,133,6,51,3,0,0,3,,,,5611
2020-09-17 00:00:00,3216,Kabupaten Bekasi,1720,571,43,1106,18,29,0,-11,,,,5612
2020-09-17 00:00:00,3201,Kabupaten Bogor,984,503,13,468,58,15,0,43,,,,5613
2020-09-17 00:00:00,3207,Kabupaten Ciamis,43,16,0,27,7,0,0,7,,,,5614
2020-09-17 00:00:00,3203,Kabupaten Cianjur,81,55,2,24,1,0,0,1,,,,5615
2020-09-17 00:00:00,3209,Kabupaten Cirebon,270,78,5,187,1,3,0,-2,,,,5616
2020-09-17 00:00:00,3205,Kabupaten Garut,98,70,3,25,1,15,0,-14,,,,5617
2020-09-17 00:00:00,3212,Kabupaten Indramayu,130,52,4,74,0,1,0,-1,,,,5618
2020-09-17 00:00:00,3215,Kabupaten Karawang,506,157,10,339,19,8,0,11,,,,5619
2020-09-17 00:00:00,3208,Kabupaten Kuningan,188,72,2,114,71,1,0,70,,,,5620
2020-09-17 00:00:00,3210,Kabupaten Majalengka,112,40,3,69,4,3,0,1,,,,5621
2020-09-17 00:00:00,3218,Kabupaten Pangandaran,63,35,0,28,0,6,0,-6,,,,5622
2020-09-17 00:00:00,3214,Kabupaten Purwakarta,113,94,1,18,0,14,0,-14,,,,5623
2020-09-17 00:00:00,3213,Kabupaten Subang,207,134,4,69,0,21,0,-21,,,,5624
2020-09-17 00:00:00,3202,Kabupaten Sukabumi,180,122,3,55,10,4,0,6,,,,5625
2020-09-17 00:00:00,3211,Kabupaten Sumedang,102,69,1,32,0,3,0,-3,,,,5626
2020-09-17 00:00:00,3206,Kabupaten Tasikmalaya,66,43,2,21,0,1,0,-1,,,,5627
2020-09-17 00:00:00,3273,Kota Bandung,1365,843,48,474,3,67,0,-64,,,,5628
2020-09-17 00:00:00,3279,Kota Banjar,15,12,1,2,0,0,0,0,,,,5629
2020-09-17 00:00:00,3275,Kota Bekasi,2539,1188,44,1307,47,69,2,-24,,,,5630
2020-09-17 00:00:00,3271,Kota Bogor,796,392,27,377,27,17,0,10,,,,5631
2020-09-17 00:00:00,3277,Kota Cimahi,308,197,2,109,2,3,0,-1,,,,5632
2020-09-17 00:00:00,3274,Kota Cirebon,122,53,4,65,1,2,0,-1,,,,5633
2020-09-17 00:00:00,3276,Kota Depok,2508,1499,57,952,20,22,1,-3,,,,5634
2020-09-17 00:00:00,3272,Kota Sukabumi,209,99,0,110,50,6,0,44,,,,5635
2020-09-17 00:00:00,3278,Kota Tasikmalaya,56,28,3,25,0,0,0,0,,,,5636
2020-09-18 00:00:00,32,jawa barat,,,,,,,,,5,1,0,5637
2020-09-18 00:00:00,3204,Kabupaten Bandung,657,447,13,197,9,24,0,-15,,,,5638
2020-09-18 00:00:00,3217,Kabupaten Bandung Barat,192,133,6,53,2,0,0,2,,,,5639
2020-09-18 00:00:00,3216,Kabupaten Bekasi,1763,641,43,1079,43,70,0,-27,,,,5640
2020-09-18 00:00:00,3201,Kabupaten Bogor,1023,521,13,489,39,18,0,21,,,,5641
2020-09-18 00:00:00,3207,Kabupaten Ciamis,46,18,0,28,3,2,0,1,,,,5642
2020-09-18 00:00:00,3203,Kabupaten Cianjur,82,55,2,25,1,0,0,1,,,,5643
2020-09-18 00:00:00,3209,Kabupaten Cirebon,272,78,5,189,2,0,0,2,,,,5644
2020-09-18 00:00:00,3205,Kabupaten Garut,98,70,3,25,0,0,0,0,,,,5645
2020-09-18 00:00:00,3212,Kabupaten Indramayu,131,52,4,75,1,0,0,1,,,,5646
2020-09-18 00:00:00,3215,Kabupaten Karawang,535,169,10,356,29,12,0,17,,,,5647
2020-09-18 00:00:00,3208,Kabupaten Kuningan,188,83,2,103,0,11,0,-11,,,,5648
2020-09-18 00:00:00,3210,Kabupaten Majalengka,113,43,3,67,1,3,0,-2,,,,5649
2020-09-18 00:00:00,3218,Kabupaten Pangandaran,63,36,0,27,0,1,0,-1,,,,5650
2020-09-18 00:00:00,3214,Kabupaten Purwakarta,113,94,1,18,0,0,0,0,,,,5651
2020-09-18 00:00:00,3213,Kabupaten Subang,209,134,4,71,2,0,0,2,,,,5652
2020-09-18 00:00:00,3202,Kabupaten Sukabumi,180,123,3,54,0,1,0,-1,,,,5653
2020-09-18 00:00:00,3211,Kabupaten Sumedang,114,69,1,44,12,0,0,12,,,,5654
2020-09-18 00:00:00,3206,Kabupaten Tasikmalaya,67,43,2,22,1,0,0,1,,,,5655
2020-09-18 00:00:00,3273,Kota Bandung,1375,854,48,473,10,11,0,-1,,,,5656
2020-09-18 00:00:00,3279,Kota Banjar,15,12,1,2,0,0,0,0,,,,5657
2020-09-18 00:00:00,3275,Kota Bekasi,2681,1256,46,1379,142,68,2,72,,,,5658
